"Alright. I live about 200 miles away, if I were to buy it would you deliver to me?",inquiry
And if it doesn't I could throw some in for you ;),disagree
"The price is pretty high, very high, can you throw out a more reasonable number?",inquiry
Make me an offer.,inform
ok..,agree
Hi there! I am interested in the phone you have for sale. I have seen some plans that come with this phone for 650. Would you take that for this phone?,init-price
This phone is in really good shape. Iwould be willing to let it go for 725.,counter-price
I may be able to come up to 700. Would that be enough to take it off your hands?,counter-price
That sounds good to me. I will take 700,agree
I'm very interested in renting this location.,intro
"This is a quiet community normally. And yes, there was an incident recently. However, our mayor has encouraged gun ownership by legal residents, and has promised not to prosecute any citizens who take out bad guys as needed, so we feel this is a great place to live.",disagree
"Personally, I'd like to live near work, but the wife you know... I got a place lined up for 2,000 a month, so there's a very wide gap here between what you are asking.",init-price
Do you believe in the right to self-defence? This is a great perk to living in the community. I can work with you on price some.,inquiry
"Sounds really great, but with the extra commute time, I think we may be too far apart. But... need to keep the wife happy. How about $2200?",counter-price
"If you promise to own, and learn how to shoot, if necessary, at least one handgun and one semi-auto rifle, I will take 2200.",agree
Hi there,intro
Sure.As you can see they are original battery and absolutely great! What is the amount you are willing to pay?,inquiry
My absolute highest is 114... is ther enayway that works?,init-price
That's too low for me. I got the battery for $180. Its very low for me.,counter-price
120 would over budget but I would think reaosnable...,counter-price
Okay I can accept $120 because I am willing to sell it off,agree
Hi there! I am interested in your bike! Can you tell me a little more about it?,intro
awe man that sounds great! The thing is i dont have the amount your asking. would you go any lower?,inquiry
Yes I am ready to negotiate. How much are you willing to pay?,inquiry
All i have is $3800. Would you be willing to sell at that price? I really would appreciate it!,init-price
I could accept $3900 because its in a very mint condition and its something worth it,counter-price
How about $3850? Meet me in the middle?,counter-price
Okay I will take that. But I do only cash or cashier's check only?,inquiry
Cash it is!,inform
"I have no idea why I didn't throw this away instead of selling it so, lets start there.",intro
Is it large enough and spacious?,inquiry
"It's shiny and has LED lights, if that's a plus",inform
cool. I see the price is $49 but its too pricey for me.,init-price
"For me too, it would cost me $50 to have someone come take it and throw it away",init-price
well I can only pay $45 because that's what I can afford honestly.,counter-price
great so we're good with the price?,inquiry
Yes. I'll accept that.,inform
this car will blow your mind,intro
REALLY? how fast is it?,inquiry
120k miles,inform
that is high mileage. How fast does it go?,inquiry
"3000 mph i think im not sure ,it has a new flywheel so it might be faster thatn i think but i didnt test it out. its a prize",disagree
"I wouldn't normally do this, but because we are friends I will give you my final offer of 8188",init-price
"I am interested in your cubicles, do you know who the manufacturer is?",intro
"No I am not sure exactly, but I know they are very well built .",disagree
I've seen them sell around $50 individually would you be willing to take $200 for the set?,init-price
That is way too low for me to go. These are very sturdy and well made . originally cost far more than I am asking. I am willing to go to 380 on the price drop ..,counter-price
That is pretty similar to the cost of new would you be willing to take $225?,counter-price
"I think you forget that those cheaper new ones are not the same quality here, also you would be getting the chairs and cabinets as well.",disagree
I don't want the chairs and cabinets I just want to cubicles.,disagree
"well I am willing to come down , but only to 360 as I can get a better offer for everything as a set.",counter-price
"I really do need the cubicles but I already have the chairs and cabinets, so you could probably sell them and get the rest of your money how about I offer $235?",counter-price
"No I am sorry, I know I could much better with what I have to offer. either 360 or nothing..",disagree
Hello. I saw your ad and it has caught my attention. Can you please elaborate on it more?,intro
is it new and in a good condition?,inquiry
It has only been ridden a handful of times. Bearings are brand new!,inform
"Okay, but the price is way way high for me. I would appreciate it if we could work that out?",inquiry
Sure. I am willing to lower the price a little bit. 180,init-price
That's great I can do 180 that's very nice of you!,agree
Hello! I have listed the price of the bike at $3450,init-price
Hi. I'm wondering if you would be willing to accept a price of around $2000 instead. I'd be willing to pick it up from wherever you have it now.,counter-price
"I cannot go down that low. I'd be willing to knock it down to 3000, and throw in a bikelock with a custom helmet",counter-price
"I'm not sure if I'd be interested in the lock and helmet. In what condition is the bike? I see you've written ""brand new"" in the description, and I'd be willing to go up to $2500 if the tires are new and the frame and chain are in good condition.",counter-price
Hello. I saw your ad. I really would like to buy it for my kid. Is it a reliable equipment,intro
Great and do you have it in different colors?,inquiry
"I only have the blue one, but it is in like new condition.",inform
"Okay, I can still use that, but now the price is an issue for me. What can we do about that?",inquiry
"well, I will throw in free delivery and a 3 month warranty for the $100.",init-price
I can't afford $100 because I am not working full time. I just have a certain budget. I can only pay $76 for it,counter-price
"That is a really big difference!  I will also throw in a helmet and bring the price down to $95.  So, you will get the bike, the helmet, delivery, and a 3 month warranty.  I feel that this is more than fair.  Wouldn't you agree?",counter-price
I would appreciate if you waive the other options as I just want the bike for my kid. Can we work $80 for it?,counter-price
Can we split the difference and agree on 87.50?,counter-price
Hello. I saw your ad and am really interested in it. Its a great location and its beautiful. Is it spacious?,intro
Great! I absolutely am in. So what is the amount?,inquiry
I an offer you a 10% discount - putting the discounted price at $2025!,init-price
I can't pay that sorry. I have pay $1500 that's what I can do.,counter-price
"If you volunteer working on our pool cleaing staff 10 hours/week, I can come down an additional 500/month, so 1525!",counter-price
"Hi, saw your ad, I't a little older but mine just blew up, would you take $175?",init-price
"Hey, I really was looking to get 200, but since you're the first to ask, I could sell it to you for 190",counter-price
"Hmm, Would you do $184 (that's all I have on me) and I will come pick it up in an hour?",counter-price
"Ok, if you can pick it up and save me the hassle of mailing it, I can sell it for 184.",agree
Great,agree
Will you deliver for your asking price?,intro
"If you deliver, will you take it apart? or deliver exactly as shown?",inquiry
"it is hard to take it apart so I will deiliever and sell the desk ""as is"" condition",inform
"What do you mean by ""as is""?  And who will deliver it, just you?",inquiry
I will have one of my friends help me. As is mean that the item will look like the picture above,inform
"I live 800 miles away from you, is this a problem?",inquiry
yes it is. I think it will increase the price,inform
HJi how old is the bike?,intro
yes where did you buy it from orginally?,inquiry
It is just over a year. I bought it from the schwinn factory directly.,inform
did you have to make any repair? are all the parts orginigal?,inquiry
"I have newly installed rim tapes, inner tubes, derailleur cable.  all new parts. it is in good condition if that is what you are worried about.",inform
who will deliever the bike?,inquiry
"I think we can arrange that, i will take care of either delivering it or the shipping. I am asking 240$ witht he shipping included.",init-price
can you do $220?,counter-price
"This is a great oak console. And has CD storage, for those who still have those.",intro
"I don't know what CDs are, but I think this would make a great addition to my antique display",disagree
whoah! I saw those in a movie once! Will you take 350 for it?,init-price
Bit low..... meet in middle at 380? :),counter-price
360 and I'll throw in some 3d-printed fidget spinners!,counter-price
"375, and I'll throw in a Sony Walkman",counter-price
368 and I'll take your walkman and throw in some Barry Manilow vinyl records!,counter-price
DEAL,agree
Hello. I am a verizon customer and would really like to purchase the IPhone. is it brand new?,intro
"It's only a few months old. I didn't like it and went with a Samsung, I need to get $350 for it.",init-price
Wow the ad says its for $300?,counter-price
"Your right, I am selling another on too, this one is $300",counter-price
Okay. How many GB is this?,inquiry
I got the extended memory so it has a whopping 64 GB,inform
Good! But $300 is too pricey for me. I am willing to pay $170,counter-price
"No way, I paid over $700 for it back in March",counter-price
"Okay, so how about $200 that's  pretty much what I can do right now taking my budget into consideration",counter-price
"I have a standing offer right now for $290 but they can't pick it up untill saturday, if you can match that it's yours",counter-price
"Okay, with the memory given and it being new I can accept it but I would pay in installments would that be okay? cause I don't have the full amount in me right now",disagree
For $290?,insist
thats a nice care,intro
I am willing to sell it for  $9000,init-price
"i have some saved but not 9000 and realy want to buy it  , would you do 8300",counter-price
I could do $8500 since its a BMW! You can't go wrong with it and its up to date with all the maintenance done for you!,counter-price
Hello,intro
I think $50 is a pretty great deal for a plasma tv. What did you have in mind?,init-price
"I was thinking 30, since it doesnt have the HDMI or Tuner and I will have to get those also..",counter-price
$35 and we have a deal.,counter-price
"Hi there, what sizes are the bed mattresses, it says fully sized but is that king or queen or what?",intro
is this  non smoking?,inquiry
Yes it is,inform
oh good. I hate smoke. I am on a budget any chance you could do it for $3200?,init-price
This car will get you laid.,intro
"Just cause you haven't had one yet. Look at it. It's beautiful, not so many miles, the odemeter only spun around once.",disagree
Too be honest don't like the front bumper would be better without that black cover,disagree
what's it with you and dates?,inquiry
"The car also has headlights, windshield wipers - and doors.",inform
All cars have that how much are you asking for?,inquiry
3500,init-price
How about 3000,counter-price
"I'll throw in Luminal and Bleech, did I mention how spacious the trunk is?",inquiry
"Not fond of manual transmissions, not going to pay 3500 for one",counter-price
Meet in the middle?,inquiry
3250? Sure,counter-price
hello there .. do you have questions?,intro
"I saw your ad for the appartment, I also noticed it was in Elmwood, kind of a sketchy neighborhood. Would you take $2500?",init-price
"I just saw on the news last night that an elderly woman got mugged in Elmwood, so theres that. I can offer you $2550",counter-price
I am wanting much closer $3600. I could do it for 3200 only because I would like to take care of it quickly.,counter-price
"CAn we meet closer to the middel, how is $2700?",counter-price
I would be willing to come down to 3000.,counter-price
"With my salarym, I really can't go over $2736",counter-price
Fine only because I want to do it quickly but not very fair to me.,disagree
"hey, man i gotta say this seems a little over priced",intro
"For a Royce Union? No, these go for $1200 brand new, I'm only selling in because I have medical bills for my daughter I need to pay.",init-price
how old is your daughter?,inquiry
12,counter-price
"i mean, it seems like you just like the number 12. ain't gonna google this mang",disagree
"nah, but i'll offer you 70$",counter-price
"No, I really need the $120, her last doctor visit was that much alone.",counter-price
"u should get some better insurance, and sell me it for $80, cuz of that tip i just gave u",counter-price
"That is with really good insurance, it's just Obama care sucks. Lowest I can go is $115",counter-price
man u drivin=g such a hard bargani. i'l give u 90,counter-price
"I can't man, I gotta feed my 12 kids too",disagree
Hi,intro
"Hi! I'm very interested in the Smart Things Hub you have listed, but I'd like to negotiate the price. $60 is a bit too steep.",init-price
"Fair enough I am open to hearign offers, but don't want to drop too far from the price.",disagree
"I'm seeing it on other websites for $40, but the local pickup is good for me rather than waiting for shipping. I'd be willing to go to $45.",init-price
what about meeting in the middle at 50?,counter-price
Does it still have it's warranty?,inquiry
yes,inform
"I really was hoping to do no more than $45, but given that it's warranty is still valid I'm willing to do $50. Sound good?",counter-price
Hi there... I am interested ..,intro
Ok! So what is your price?,inquiry
"well I see they say new, so they have never been used?",inquiry
Nope! Item is brand new! I am asking $10 for it!,init-price
I am on a budget I was hoping to pay $7.,counter-price
Well it is brand! How about $8.,counter-price
are there any other perks to this?,inquiry
It is compatible with many RIM Blackberry Smartphone PDA models. Is there a particular model you are trying to use the headset for? I can tell you if it is compatible!,inform
Well I don't know what else to tell you! My asking price is $10 but I am willing to go down to $8. It is brand new never before used.,counter-price
"ima give it to u straight mang, u over priced this big time",intro
"Well, I certainly disagree. Do you have a price in mind?",inquiry
i was like i give u $20,init-price
"Well that's certainly not going to work. I'm willing to negotiate but you need to be serious with your offer. These are high quality binoculars that can take pictures, video, and have built in wi-fi.",disagree
"im very, very interesting in purchasing, for some bird watching *wink wink*. i'l lgive you 150",counter-price
That's less than half of what they're listed at. I'm willing to go to $300.,counter-price
"woah, that's still really high. can you help me out to like 200 at least?",counter-price
"I'm willing to meet in the middle at $250, but no lower. That's more than $100 off the list price.",counter-price
"you gotta work with me here, i'll go to 220. that's a good deal for u",counter-price
"Sorry, I don't think we're going to make a deal here.",disagree
"ok ok ok , i'll give u 225",counter-price
I'm really not interested in going lower than $250. I'll add a 2G SD card in the deal if you'll come up to $250.,insist
hello,intro
"Hello. I just got full custody of my daughter due to her mother passing away, and I need this for her. would you take $25?",init-price
"hi, my condolences but the lowest i can do is 35",counter-price
i understand but it is worth $40 i can do 33,counter-price
"I have $30 on me right now, and I could be there in under an hour to pick it up? How about it?",counter-price
ok 30 is fine,agree
Hello. Thank you for checking in. What would you like today?,intro
Would you be willing to accept $150 for it?,init-price
That's too low I am giving it for $240,counter-price
How about $180? I need it for my son. He just got a new job and he needs it to get to work.,counter-price
I can accept it for $200,counter-price
Hi there,intro
How old is this bike?,inquiry
"I just bought it last year, but I broke my hip a few weeks ago and doctor said I'd never be able to ride it again",inform
woudl you be willing to take 360,init-price
"No, I need the money to pay my medical bills. Thanks Obama",disagree
The max I can do is $400.,counter-price
"I'm sorry, I can't go that low. The bmc compact road bars are worth that by themselves.",disagree
what is yoru lowest price?,vague-price
"I can go down to $575, but that is my bottom dollar",counter-price
"yo this is already really low priced, don't try and swindle me",intro
"im sorry im not trying to swindle you at all, im short for cash at the moment and i really like the bookshelf",disagree
i know it's really beautiful. i don't really wanna get rid of it. but it's too heavy too move,disagree
would you do 26 if i come and move it myself,init-price
"I can meet you somewhere with it, I don't really want u to come over. that's kinda scary. for meeting u i'll go to 33",counter-price
"i'll tell you what buddy, I'll go to 29 just for you, cuz u seem so desperate",counter-price
29 is fine,agree
"Hi, is this item spacious?",intro
Yeah its pretty interesting. Do the kids enjoy it?,inquiry
"oh you pop LED on it's like a rave in the kids rooms, it's great. they loved it",inform
I can't really go that much lower but I'll sell it to you for 45,init-price
I can do 39 please because that's what I can afford at the moment,counter-price
okay 40 should still work for me? We've got a deal?,counter-price
"I see your add for the shelf, I'm getting it for my daughter for her birthday, I am really short on cash, could you take $25?",init-price
"I am sorry that is low , I ma lookign to get 40",counter-price
"I am really spreadding myself thin, but I can do $28.50",counter-price
"My daughter really wants this, but I have been out of work for several months and can't afford much. Would you Take $30? That is all I have on me, and I can pick it up today.",counter-price
I am sorry to hear of that hard situation. Yes I will take $30.,agree
hello,intro
its used so that is why im selling it for a really good deal of 95,init-price
Yeah but the amount is too much for me. I can afford to pay 72 for it. That's what I got since its used I would really appreciate if we could work that out,counter-price
Okay how about $75?,counter-price
90,counter-price
That's too much for me I honestly can't afford that,disagree
Okay how about 85$ I loved this piece and I would really like to get it!,counter-price
ok 85 is finr,agree
Hi there I am interested.,intro
Sure thing. Its a great location and a smoke free apartment. What would you like to know?,inquiry
I am wondering how much the coin laundry is per load?,inquiry
Its a dollar and 25 cents,inform
I am wondering if this is a furnished or unfurnished place?,inquiry
Its furnished,inform
That is great! I am on a budget and was hoping to pay $1100.,init-price
That's too low for the price. Its a great located place and I can accept nothing lower than $1700,counter-price
hi,intro
"It kind of looks like Ashley, but anyway, I have a pretty tight budget, would you be willing to take$900?",init-price
"im sorry im on a budget as well and 900 is entirely too low, i can do 1600",counter-price
"That's too much for me, I see in the picture there are quite a few scratches, It would cost about $500 to have them fixed and restained. How About $950?",counter-price
the scratches are at the bottom and i can make sure that it is gone for you 1550,counter-price
What ablut that huge scratch on the desk top. It really takes away from the value. Best I can do is $1000,counter-price
that is not a scratch 1400 i cannot go lower take it or leave it,vague-price
"Final offer is $1100, It will never have full value because of the scratches, and refinishing.",counter-price
i told you i was going to fix the scratches so final offer 1400,counter-price
Sorry can't go above $1100,insist
"and i cant go lower than 1400 this is quality and i have already taken 350 off as a favor,",insist
I guess we can't make a deal,disagree
Hello what would you like to know?,intro
Is this still available?,inquiry
"Yes absolutely. Its in a great condition, done the smog test, and registered!",inform
Have you smoked in it?,inquiry
"Nope, I am a non smoker!",inform
Are the tvs just dvd or blu ray too?,inquiry
Just DVD,inform
How much can it tow?,inquiry
A great deal,inform
"Would you take 2,400? It has a lot of miles on it.",init-price
That's too low for the price I am giving it away. I can accept $3000 because its almost a new car and in an extremely excellent condition,counter-price
"Hi, how are you today?",intro
"Good. Do you have any questions? I am asking $1900, which is a great deal on this place.",init-price
yes is the apartment big in size?,inquiry
Well it is big for a studio.. but still a studio apartment.,inform
Well I can come down slightly to $1750. Or another option for the full $1900 is it coming furnished.,counter-price
Great I can do the 1750! works great for me! Thanks,counter-price
Hi there. Are you interested in the couch?,intro
Yes I am. how old is it?,inquiry
It is about 2 years old. But in great condition. It has been in an animal free and non smoking environment.,inform
I can offer $87 since you want to get rid of it and its two years old,init-price
Hello do you have any questions?,intro
i would like to purchase for 41,init-price
I could accept that its a fair deal! But you will have to come pick it up yourself?,inquiry
ok thats fine,inform
Hello. I like the item. What can you tell me about it?,intro
This smart hub is a water valve kit. It is brand new and a good deal at $175.,init-price
I am not aware what is affordable for you.,disagree
I can pay $133 would that be fine?,counter-price
Is there a way we can meet in the middle. How about $150?,counter-price
Okay I can do that since its something that I really really need. Would you be able to deliver it to me?,inquiry
Sure I can deliver it to you.,inform
Hi is this still available?,intro
hi yes it is i am selling it for 39,init-price
Does it have the internet?,inquiry
yes it does,inform
Does it come with a sim card?,inquiry
yes everything is intact..would you still like to purchase?,inquiry
"Yes. But since it is from the 90's, the most I can pay is $23.",counter-price
How long have you been using the phone?,intro
I heard that the iphone 6 had a lot of software bugs. When is apple going to fix them?,inquiry
"I don't know anything at all about that. I've never had a problem with this phone, just wanted to upgrade to a 6s",disagree
"Okay, what about the battery life?",inquiry
It works just like as new. No problem waiting until the end of the day to charge it up.,disagree
Alright. I am willing to pay $125 for it to buy it now.,init-price
"I can't go that low. I was looking for $320, but I'd be willing to lower my price to $280",counter-price
I am not going to go that high for an out of date phone. If you went me to pay anymore you will have to throw in something else with the deal. Apple is terrible with supporting older products.,disagree
"How about this, I'll drop the price to $200. It's worth that much and uh, I can throw in a backup charger.",counter-price
I'll take it with the backup charger for $185.,counter-price
I can't do it.,disagree
I am not willing to pay anymore. Take it or leave it.,disagree
You're going to miss out on a great phone for the price. I could go $190 but that's as low as I'll go.,counter-price
Alright. I will take it for $190.,agree
deal.,agree
Hello I can give you 237 for it,init-price
I'm not sure I can take $237.  The asking price is $395.  I'd be willing to go down to $330,counter-price
ok how about 300 ?,counter-price
"Sure, $300 sounds good if you can come pick it up on Wednesday with cash in hand",agree
Hey! Good evening!,intro
I would like to buy at $140,init-price
"Ehh, I appreciate the offer but I was thinking closer to at least $210",counter-price
Actually I'm looking something within $150,counter-price
"If you can meet me at $160, I'll throw in a free spare tire and a Trek frame!",counter-price
Oh so nice of you. Can u give me  at $155,counter-price
"I can do $155, but only if you can pay in all quarters. Meet me at the laundry mat and we've got a deal!",agree
hello can I give you 9 dollars ? I really want to have this.,init-price
When are you able to meet? I have someone who wants it for 10 but is coming next weekend,counter-price
Could you do it for 10?,counter-price
I would need bus money to get there. How about 9.50 ?,counter-price
Hey. How long have you had this couch for?,intro
Okay. Did anyone smoke where the couch was?,inquiry
"Oh, no, none of us are smokers and it was bought new, so that's not an issue.",disagree
Okay great.  Is there any damage to the couch? Do you have a picture?,inquiry
"Sorry, ,I don't have a photo. But it has no damage, you would see when you picked it up.",disagree
Okay.  How much are you trying to sell it for?,inquiry
I'm asking $40 and have come down a bit to that,init-price
40 is good to me.  I can pick it up this weekend.  Cool?,counter-price
hello,intro
alright the offer is for $350,init-price
I know it is  big difference but I was hoping to pay about $210.,counter-price
there is no way i can go under 300,counter-price
well are there any other perks you can offer at that price?,inquiry
Hi,intro
I like the Dodge. What are you asking?,inquiry
"10,900 still runs really well",init-price
"For a salvage title? With 87,000 miles? What happened to it? Was it in an accident?",inquiry
No accident just has the roof dent but everything else is fine and in good condition,disagree
"Okay. How about 7,500?",counter-price
"The value of the car is worth 12,000 and im selling only for 10,900",counter-price
"With a clean title maybe, but can't go that high for a salvage title even if running well. I can go as high as 8,500. Final offer",counter-price
"How about 10,000 and i will fix the dent for you",counter-price
"If you fix the dent, we can do 9,500. Sound good?",counter-price
Great,agree
I would love to have the phone. I can give you 82 for it,init-price
I'd feel a bit better if you could do 85. Is that possible? It's unlocked and in good condition.,counter-price
I can do it for 85 if you can give me the charger and case.,agree
That's not a problem. 85 with the charger and case.  It's a deal.  I can meet you at the AT&T store if you'd like.,agree
you have good taste in cars my friend,intro
"I know you are, it's so nice. I'm not really willing to negotatie on the price however",disagree
Well that does not look hopeful. I was hoping to get a great deal somewhere around 16000.,init-price
Well that's not my problem buddy. I need a real buyer not a joker like u,disagree
I am a real buyer. Is there some incentive or extra you can offer if I can come up in price?,inquiry
"i'll take it to thecar wash and get the oil changed, but i'm firm on the price",inform
can you deliver to another city? one that is 35 miles away?,inquiry
that's no problem at all if you pay full price,disagree
"I think the max I can manage is 23,000.",counter-price
"brah, that's too low. don't waste my time mang",vague-price
"alright, looks like we are at an impasse. Juts too high a price for me.",vague-price
None,intro
Hi. This apartment looks pretty good. Can we go lower than the advertised price? I'm thinking around 715 per month,init-price
Hi are you interested?,intro
Since it's used would you be willing to negotiated a little lower? Maybe 6?,init-price
It does sound good. Does it still have the original box and instructions?,inquiry
I have the instructions but not he original box.,disagree
"Hmm. How about $9, then?",counter-price
Hi,intro
"Hello, I am almost giving this away at only 3000. Its very nice.",init-price
Could you fit a radio on this in the front?,inquiry
You sure could. And I will throw in a raido all for 3000,counter-price
"That sounds great, how does it ride on cracks and such?",inquiry
It ride like its floating on air. Just like a brand new Caddy.,inform
"Ok I like that, I do not have $300 in my pocket... can you do $2,500?",counter-price
I will diliver it to you for 2750,counter-price
"waddup, this looks so nice, very nice",intro
"It is thanks, any questions?",inquiry
"yeah man, can I throw parties here like loud ones? or the neighbors crazy",inform
Well we abide by normal rules and courtesy. Like no loud music after 11pm.,disagree
"well I throw some bangers, I hope they don't mind, cuz it's loud late if u come to my parties",disagree
so are you interested? It is $2250.,init-price
ill give you 1900,counter-price
"I think meeting somewhere in the middle may work. Let's meet at 2100, does that work?",counter-price
