"It's a bit pricy, I'm not sure if I can afford it...",disagree
"I'm only asking $140, that is really cheap for the area",init-price
I'd totally take 140!!!   but how about 1300 instead?,counter-price
"Oops, I ment $1400, how about we meet in the middle at $1350?",counter-price
"1325, and I'll accept",counter-price
How about $1337.50,counter-price
Hello and thank you for answering my add,intro
"Hi, just saw your ad, will you take $100?",init-price
"Hi, The price for this bike is $200. It rode it twice. But I decided to purchase a car instead",counter-price
"So you are telling me it is used, I come up some, how about $110 and I'll come pick it up.",counter-price
It is taking up space so I am selling it today. I have an offer for $160 and he can pick it up within the hour,counter-price
"I am really poor, and have no other transportation. I can scounge up $115, and I can through in a pan of fresh brownies",counter-price
"You are killing me as I really do not want to sell it to this other guy as I know him personally and he abuses his bikes, but that is way under what I paid for it. The Shimano gears alone cost me an extra $50 to add. I paid over $500 for this bike. How about this, since you see like you are a great person, just starting out financially and I remember being there. Price is $150 and you give me $100 now and $50 in two weeks, We sign and agreement and you pick it up today",counter-price
"I lost my job, so I can't guarentee anything next week, I think I can get another $5 from my mom, so I can give you $120 total.",counter-price
Okay we are good. I like you.,unknown
"Hi there, are you interested?",intro
Hello. I am interested. I'm willing to pay $22.,init-price
"That is really too low for such a high quality item, I could do 30.?",counter-price
"Hmmm. $30 is a bit much. How is the condition of the item? If it is in good condition, I could offer $25.",counter-price
"As you can read it is premium leather, which only gets better with time. So excellent quality and offers maximum protection.. I WOULD BE WILLING TO DROP DOWN AND MEET IN THE MIDDLE AT 28 DOLLARS...",counter-price
I agree. $28 it is.,agree
Does this car have automatic windshield wipers like every car ever invented?,intro
I would assume so. It's a 2013 Mercedes.,unknown
You assume so? isn't it yours? Is the title in your name?,unknown
Yes I have a clear title and a clear VIN.,unknown
"Alright. I live about 200 miles away, if I were to buy it would you deliver to me?",inquiry
And if it doesn't I could throw some in for you ;),disagree
"The price is pretty high, very high, can you throw out a more reasonable number?",inquiry
Make me an offer.,inform
"My brother works for mercedes, so I might get one through him",unknown
"OK, then go through him.",unknown
ok..,agree
Hi there! I am interested in the phone you have for sale. I have seen some plans that come with this phone for 650. Would you take that for this phone?,init-price
This phone is in really good shape. Iwould be willing to let it go for 725.,counter-price
I may be able to come up to 700. Would that be enough to take it off your hands?,counter-price
That sounds good to me. I will take 700,agree
Great! thanks.,unknown
I'm very interested in renting this location.,intro
"It is a great location, and the unit is spacious and beautiful! 4 Bedroom, 2 bath",unknown
"Sounds nice, my wife has one on the way. How are the schools there? It's a bit too far from work...",unknown
There is easy access to FWY 880 and Dumbarton Bridge -,unknown
I heard a terrorist attack happened a few blocks away from there.,unknown
"This is a quiet community normally. And yes, there was an incident recently. However, our mayor has encouraged gun ownership by legal residents, and has promised not to prosecute any citizens who take out bad guys as needed, so we feel this is a great place to live.",disagree
"Personally, I'd like to live near work, but the wife you know... I got a place lined up for 2,000 a month, so there's a very wide gap here between what you are asking.",init-price
Do you believe in the right to self-defence? This is a great perk to living in the community. I can work with you on price some.,inquiry
"Sounds really great, but with the extra commute time, I think we may be too far apart. But... need to keep the wife happy. How about $2200?",counter-price
"If you promise to own, and learn how to shoot, if necessary, at least one handgun and one semi-auto rifle, I will take 2200.",agree
Great! Make that offer :),unknown
Hi there,intro
Hello. How are you today?,unknown
good thanks.. I am hoping to make a deal on the battery..,unknown
Sure.As you can see they are original battery and absolutely great! What is the amount you are willing to pay?,inquiry
My absolute highest is 114... is ther enayway that works?,init-price
That's too low for me. I got the battery for $180. Its very low for me.,counter-price
120 would over budget but I would think reaosnable...,counter-price
Okay I can accept $120 because I am willing to sell it off,agree
thanks,unknown
Hi there! I am interested in your bike! Can you tell me a little more about it?,intro
"Hello. The bike is in an immaculate condition, drives less than 100 miles. Its frame is carbon fiber and its not a boost model. Its a great thing for summer",unknown
awe man that sounds great! The thing is i dont have the amount your asking. would you go any lower?,inquiry
Yes I am ready to negotiate. How much are you willing to pay?,inquiry
All i have is $3800. Would you be willing to sell at that price? I really would appreciate it!,init-price
I could accept $3900 because its in a very mint condition and its something worth it,counter-price
How about $3850? Meet me in the middle?,counter-price
Okay I will take that. But I do only cash or cashier's check only?,inquiry
Cash it is!,inform
"I have no idea why I didn't throw this away instead of selling it so, lets start there.",intro
Hello. This looks like a good display. What can it do?,unknown
It can hold books,unknown
Is it large enough and spacious?,inquiry
"It's shiny and has LED lights, if that's a plus",inform
cool. I see the price is $49 but its too pricey for me.,init-price
"For me too, it would cost me $50 to have someone come take it and throw it away",init-price
well I can only pay $45 because that's what I can afford honestly.,counter-price
That's fair,unknown
great so we're good with the price?,inquiry
Yes. I'll accept that.,inform
Thanks!,unknown
this car will blow your mind,intro
REALLY? how fast is it?,inquiry
120k miles,inform
that is high mileage. How fast does it go?,inquiry
"3000 mph i think im not sure ,it has a new flywheel so it might be faster thatn i think but i didnt test it out. its a prize",disagree
"I think it's really ugly, but I want something to donate to the homeless shelter, and this may be it.",unknown
"ok yea 8900 is a steal, they go for 30k brand new",unknown
"I wouldn't normally do this, but because we are friends I will give you my final offer of 8188",init-price
"I am interested in your cubicles, do you know who the manufacturer is?",intro
"Hello, are you interested in the cubicles I have for sale?",unknown
"I am interested in your cubicles, do you know who the manufacturer is?",unknown
"No I am not sure exactly, but I know they are very well built .",disagree
I've seen them sell around $50 individually would you be willing to take $200 for the set?,init-price
That is way too low for me to go. These are very sturdy and well made . originally cost far more than I am asking. I am willing to go to 380 on the price drop ..,counter-price
That is pretty similar to the cost of new would you be willing to take $225?,counter-price
"I think you forget that those cheaper new ones are not the same quality here, also you would be getting the chairs and cabinets as well.",disagree
I don't want the chairs and cabinets I just want to cubicles.,disagree
"well I am willing to come down , but only to 360 as I can get a better offer for everything as a set.",counter-price
"I really do need the cubicles but I already have the chairs and cabinets, so you could probably sell them and get the rest of your money how about I offer $235?",counter-price
"No I am sorry, I know I could much better with what I have to offer. either 360 or nothing..",disagree
Hello. I saw your ad and it has caught my attention. Can you please elaborate on it more?,intro
Hello. What would you like to know?,unknown
is it new and in a good condition?,inquiry
It has only been ridden a handful of times. Bearings are brand new!,inform
"Okay, but the price is way way high for me. I would appreciate it if we could work that out?",inquiry
Sure. I am willing to lower the price a little bit. 180,init-price
That's great I can do 180 that's very nice of you!,agree
Definitely! I hope you are able to get more use from it than I was. :),unknown
Hello! I have listed the price of the bike at $3450,init-price
Hi. I'm wondering if you would be willing to accept a price of around $2000 instead. I'd be willing to pick it up from wherever you have it now.,counter-price
"I cannot go down that low. I'd be willing to knock it down to 3000, and throw in a bikelock with a custom helmet",counter-price
"I'm not sure if I'd be interested in the lock and helmet. In what condition is the bike? I see you've written ""brand new"" in the description, and I'd be willing to go up to $2500 if the tires are new and the frame and chain are in good condition.",counter-price
Hello. I saw your ad. I really would like to buy it for my kid. Is it a reliable equipment,intro
It is in great condition.  I would be willing to deliver it to you!,unknown
Great and do you have it in different colors?,inquiry
"I only have the blue one, but it is in like new condition.",inform
"Okay, I can still use that, but now the price is an issue for me. What can we do about that?",inquiry
"well, I will throw in free delivery and a 3 month warranty for the $100.",init-price
I can't afford $100 because I am not working full time. I just have a certain budget. I can only pay $76 for it,counter-price
"That is a really big difference!  I will also throw in a helmet and bring the price down to $95.  So, you will get the bike, the helmet, delivery, and a 3 month warranty.  I feel that this is more than fair.  Wouldn't you agree?",counter-price
I would appreciate if you waive the other options as I just want the bike for my kid. Can we work $80 for it?,counter-price
Can we split the difference and agree on 87.50?,counter-price
okay I think I can do that by taking in more hours at work at least my kid will be happy :),unknown
"Agreed, thank you!",unknown
Hello. I saw your ad and am really interested in it. Its a great location and its beautiful. Is it spacious?,intro
"it is a 2 bedroom, 1 bath, but you have added living space in the beautiful outdoor area including 3 pools!",unknown
That's really good. But the price is not at all affordable to me. How can we work that out?,unknown
"No matter what some people may say, EVERYTHING in life is negotiable. We want happy people living in our area - people who like to socialize and meet other fun people. Are you in?",unknown
Great! I absolutely am in. So what is the amount?,inquiry
I an offer you a 10% discount - putting the discounted price at $2025!,init-price
I can't pay that sorry. I have pay $1500 that's what I can do.,counter-price
"If you volunteer working on our pool cleaing staff 10 hours/week, I can come down an additional 500/month, so 1525!",counter-price
That's great I could use some extra time for that! That's really sweet of you!,unknown
"Hi, saw your ad, I't a little older but mine just blew up, would you take $175?",init-price
"Hey, I really was looking to get 200, but since you're the first to ask, I could sell it to you for 190",counter-price
"Hmm, Would you do $184 (that's all I have on me) and I will come pick it up in an hour?",counter-price
"Ok, if you can pick it up and save me the hassle of mailing it, I can sell it for 184.",agree
Great,agree
Will you deliver for your asking price?,intro
I can deliever the item.,unknown
"If you deliver, will you take it apart? or deliver exactly as shown?",inquiry
"it is hard to take it apart so I will deiliever and sell the desk ""as is"" condition",inform
"What do you mean by ""as is""?  And who will deliver it, just you?",inquiry
I will have one of my friends help me. As is mean that the item will look like the picture above,inform
"I live 800 miles away from you, is this a problem?",inquiry
yes it is. I think it will increase the price,inform
HJi how old is the bike?,intro
"Hi there, are you interested in the bike?",unknown
yes where did you buy it from orginally?,inquiry
It is just over a year. I bought it from the schwinn factory directly.,inform
did you have to make any repair? are all the parts orginigal?,inquiry
"I have newly installed rim tapes, inner tubes, derailleur cable.  all new parts. it is in good condition if that is what you are worried about.",inform
who will deliever the bike?,inquiry
"I think we can arrange that, i will take care of either delivering it or the shipping. I am asking 240$ witht he shipping included.",init-price
can you do $220?,counter-price
That seems fair. Deal.,unknown
"This is a great oak console. And has CD storage, for those who still have those.",intro
"I don't know what CDs are, but I think this would make a great addition to my antique display",disagree
"Yeah, there's also an 8-track hidden compartment in the back!",unknown
whoah! I saw those in a movie once! Will you take 350 for it?,init-price
Bit low..... meet in middle at 380? :),counter-price
360 and I'll throw in some 3d-printed fidget spinners!,counter-price
"375, and I'll throw in a Sony Walkman",counter-price
368 and I'll take your walkman and throw in some Barry Manilow vinyl records!,counter-price
DEAL,agree
Hello. I am a verizon customer and would really like to purchase the IPhone. is it brand new?,intro
"It's only a few months old. I didn't like it and went with a Samsung, I need to get $350 for it.",init-price
Wow the ad says its for $300?,counter-price
"Your right, I am selling another on too, this one is $300",counter-price
Okay. How many GB is this?,inquiry
I got the extended memory so it has a whopping 64 GB,inform
Good! But $300 is too pricey for me. I am willing to pay $170,counter-price
"No way, I paid over $700 for it back in March",counter-price
"Okay, so how about $200 that's  pretty much what I can do right now taking my budget into consideration",counter-price
"I have a standing offer right now for $290 but they can't pick it up untill saturday, if you can match that it's yours",counter-price
"Okay, with the memory given and it being new I can accept it but I would pay in installments would that be okay? cause I don't have the full amount in me right now",disagree
For $290?,insist
Yes!,unknown
"I will take payments, and you can have it once it is paid off",unknown
great thank you then we got a deal!,unknown
thats a nice care,intro
YEs absolutely. Its a BMW and very much great!,unknown
thanks how much do you want for it,unknown
I am willing to sell it for  $9000,init-price
"i have some saved but not 9000 and realy want to buy it  , would you do 8300",counter-price
I could do $8500 since its a BMW! You can't go wrong with it and its up to date with all the maintenance done for you!,counter-price
ok ill take it,unknown
Great thank you!,unknown
Hello,intro
"Hi, are you interested in this tv?",unknown
"Yes, I am interested, but I was wondering if we could negotiate on the price.",unknown
I think $50 is a pretty great deal for a plasma tv. What did you have in mind?,init-price
"I was thinking 30, since it doesnt have the HDMI or Tuner and I will have to get those also..",counter-price
$35 and we have a deal.,counter-price
That sounds great. We have a deal! Thanks so much.,unknown
"Hi there, what sizes are the bed mattresses, it says fully sized but is that king or queen or what?",intro
"Hi there. Thank you for checking in. Yes, they are queen sized.",unknown
is this  non smoking?,inquiry
Yes it is,inform
oh good. I hate smoke. I am on a budget any chance you could do it for $3200?,init-price
Yes I can accept that! The cottage is fully furnished and cozy and I guarantee you it will be worth for you!,unknown
Thanks I apreciate that very much!,unknown
Sure anytime!,unknown
This car will get you laid.,intro
"Funny, I highly doubt a 14 y/o car will get anyone laid",unknown
"Just cause you haven't had one yet. Look at it. It's beautiful, not so many miles, the odemeter only spun around once.",disagree
Too be honest don't like the front bumper would be better without that black cover,disagree
"Oh, you can rip that off, and use it to wrap up your next date",unknown
what's it with you and dates?,inquiry
"The car also has headlights, windshield wipers - and doors.",inform
All cars have that how much are you asking for?,inquiry
3500,init-price
How about 3000,counter-price
"I'll throw in Luminal and Bleech, did I mention how spacious the trunk is?",inquiry
"Not fond of manual transmissions, not going to pay 3500 for one",counter-price
Meet in the middle?,inquiry
3250? Sure,counter-price
hello there .. do you have questions?,intro
"I saw your ad for the appartment, I also noticed it was in Elmwood, kind of a sketchy neighborhood. Would you take $2500?",init-price
Elmwood is actually very safe and very convienent for anyone going to the university or wanting to be close to shopping and transportation. i am afraid you offer is a little low.,unknown
"I just saw on the news last night that an elderly woman got mugged in Elmwood, so theres that. I can offer you $2550",counter-price
I am wanting much closer $3600. I could do it for 3200 only because I would like to take care of it quickly.,counter-price
"CAn we meet closer to the middel, how is $2700?",counter-price
I would be willing to come down to 3000.,counter-price
"With my salarym, I really can't go over $2736",counter-price
Fine only because I want to do it quickly but not very fair to me.,disagree
"hey, man i gotta say this seems a little over priced",intro
"For a Royce Union? No, these go for $1200 brand new, I'm only selling in because I have medical bills for my daughter I need to pay.",init-price
how old is your daughter?,inquiry
12,counter-price
"1200, new ? I have a hard time believeing that",unknown
"Look it up, these are very high end bikes",unknown
"i mean, it seems like you just like the number 12. ain't gonna google this mang",disagree
"Ha, I didn't even notice that, but yeah, it's all true, would you like to take it for a ride?",unknown
"nah, but i'll offer you 70$",counter-price
"No, I really need the $120, her last doctor visit was that much alone.",counter-price
"u should get some better insurance, and sell me it for $80, cuz of that tip i just gave u",counter-price
"That is with really good insurance, it's just Obama care sucks. Lowest I can go is $115",counter-price
man u drivin=g such a hard bargani. i'l give u 90,counter-price
"I can't man, I gotta feed my 12 kids too",disagree
there u go,unknown
Hi,intro
"Hi! I'm very interested in the Smart Things Hub you have listed, but I'd like to negotiate the price. $60 is a bit too steep.",init-price
"Fair enough I am open to hearign offers, but don't want to drop too far from the price.",disagree
"I'm seeing it on other websites for $40, but the local pickup is good for me rather than waiting for shipping. I'd be willing to go to $45.",init-price
what about meeting in the middle at 50?,counter-price
Does it still have it's warranty?,inquiry
yes,inform
"I really was hoping to do no more than $45, but given that it's warranty is still valid I'm willing to do $50. Sound good?",counter-price
yes,unknown
Hi there... I am interested ..,intro
Ok! So what is your price?,inquiry
"well I see they say new, so they have never been used?",inquiry
Nope! Item is brand new! I am asking $10 for it!,init-price
I am on a budget I was hoping to pay $7.,counter-price
Well it is brand! How about $8.,counter-price
are there any other perks to this?,inquiry
It is compatible with many RIM Blackberry Smartphone PDA models. Is there a particular model you are trying to use the headset for? I can tell you if it is compatible!,inform
I am just trying to figure out if I GO ABOVE MY BUDGET I AM GETTING A REALLY GOOD QUALITY PRODUCT.,unknown
Well I don't know what else to tell you! My asking price is $10 but I am willing to go down to $8. It is brand new never before used.,counter-price
OKAY DEAL,unknown
Ok. Thanks!,unknown
"ima give it to u straight mang, u over priced this big time",intro
"Well, I certainly disagree. Do you have a price in mind?",inquiry
i was like i give u $20,init-price
"Well that's certainly not going to work. I'm willing to negotiate but you need to be serious with your offer. These are high quality binoculars that can take pictures, video, and have built in wi-fi.",disagree
"i know these bad to peep on me neighor mang, she's hot",unknown
"The purpose for which you choose to use these is up to you, though I'm not going to be able to sell them if you admit you're interested in using them for an illegal purpose such as peeping. Are you interested in purchasing these or not?",unknown
"im very, very interesting in purchasing, for some bird watching *wink wink*. i'l lgive you 150",counter-price
That's less than half of what they're listed at. I'm willing to go to $300.,counter-price
"woah, that's still really high. can you help me out to like 200 at least?",counter-price
"I'm willing to meet in the middle at $250, but no lower. That's more than $100 off the list price.",counter-price
"you gotta work with me here, i'll go to 220. that's a good deal for u",counter-price
"Sorry, I don't think we're going to make a deal here.",disagree
"ok ok ok , i'll give u 225",counter-price
I'm really not interested in going lower than $250. I'll add a 2G SD card in the deal if you'll come up to $250.,insist
"oh dang, now you got my attention. ima be able to save so many pictures of these ""birds",unknown
hello,intro
"Hello. I just got full custody of my daughter due to her mother passing away, and I need this for her. would you take $25?",init-price
"hi, my condolences but the lowest i can do is 35",counter-price
I am really strapped for cash right now,unknown
i understand but it is worth $40 i can do 33,counter-price
"I have $30 on me right now, and I could be there in under an hour to pick it up? How about it?",counter-price
ok 30 is fine,agree
"Thank you,. and God Bless You",unknown
Hello. Thank you for checking in. What would you like today?,intro
I am interested in the Schwinn bike. How long have you had it?,unknown
Have had it for one year its in a very good condition and very reliable,unknown
Would you be willing to accept $150 for it?,init-price
That's too low I am giving it for $240,counter-price
How about $180? I need it for my son. He just got a new job and he needs it to get to work.,counter-price
I can accept it for $200,counter-price
OK deal. Thanks!,unknown
Hi there,intro
"This is an awesome bike, would you like to make an offer",unknown
I am interested but am on a limited budget..,unknown
"This is a really high end bike, so keep that in mind, I already have the bike listed far below actual value",unknown
How old is this bike?,inquiry
"I just bought it last year, but I broke my hip a few weeks ago and doctor said I'd never be able to ride it again",inform
woudl you be willing to take 360,init-price
"No, I need the money to pay my medical bills. Thanks Obama",disagree
The max I can do is $400.,counter-price
"I'm sorry, I can't go that low. The bmc compact road bars are worth that by themselves.",disagree
what is yoru lowest price?,vague-price
"I can go down to $575, but that is my bottom dollar",counter-price
sorry that is just too much for my range.,unknown
"yo this is already really low priced, don't try and swindle me",intro
"im sorry im not trying to swindle you at all, im short for cash at the moment and i really like the bookshelf",disagree
i know it's really beautiful. i don't really wanna get rid of it. but it's too heavy too move,disagree
would you do 26 if i come and move it myself,init-price
"I can meet you somewhere with it, I don't really want u to come over. that's kinda scary. for meeting u i'll go to 33",counter-price
since im meeting you and have to get a truck can you do 28,unknown
"i'll tell you what buddy, I'll go to 29 just for you, cuz u seem so desperate",counter-price
29 is fine,agree
"Hi, is this item spacious?",intro
"yo, this thing is really sweet, but my kids just out grew it.",unknown
Yeah its pretty interesting. Do the kids enjoy it?,inquiry
"oh you pop LED on it's like a rave in the kids rooms, it's great. they loved it",inform
Great! Although the price that you have mentioned doesn't work for me. Its too pricey for me. What can we do?,unknown
I can't really go that much lower but I'll sell it to you for 45,init-price
I can do 39 please because that's what I can afford at the moment,counter-price
that's pretty fair but I just need one more dollar,unknown
okay 40 should still work for me? We've got a deal?,counter-price
"yes, that's perfect",unknown
"I see your add for the shelf, I'm getting it for my daughter for her birthday, I am really short on cash, could you take $25?",init-price
"I am sorry that is low , I ma lookign to get 40",counter-price
"I am really spreadding myself thin, but I can do $28.50",counter-price
"I think you failed to read my add, I asked that everyoen supply there phone number in replies.",unknown
"I'm sorry, you can call me at 555-555-1234",unknown
Thank for the number. I suppose we can continue to discuss the price on this platform.,unknown
"My daughter really wants this, but I have been out of work for several months and can't afford much. Would you Take $30? That is all I have on me, and I can pick it up today.",counter-price
I am sorry to hear of that hard situation. Yes I will take $30.,agree
Thanks.,unknown
hello,intro
Hi there. I saw your ad of the wood glass book case. It really got my attention. I loved the interior of it. Is it new or used?,unknown
its used so that is why im selling it for a really good deal of 95,init-price
Yeah but the amount is too much for me. I can afford to pay 72 for it. That's what I got since its used I would really appreciate if we could work that out,counter-price
this is an antique so although it is used it is very good bookcase,unknown
Okay how about $75?,counter-price
90,counter-price
That's too much for me I honestly can't afford that,disagree
i can bring it to you,unknown
Okay how about 85$ I loved this piece and I would really like to get it!,counter-price
ok 85 is finr,agree
Thank you so much!,unknown
Hi there I am interested.,intro
Sure thing. Its a great location and a smoke free apartment. What would you like to know?,inquiry
I am wondering how much the coin laundry is per load?,inquiry
Its a dollar and 25 cents,inform
I am wondering if this is a furnished or unfurnished place?,inquiry
Its furnished,inform
That is great! I am on a budget and was hoping to pay $1100.,init-price
That's too low for the price. Its a great located place and I can accept nothing lower than $1700,counter-price
"Alright , I suppose since it is furnished I can now afford that price.",unknown
That's great! Thank you!,unknown
hi,intro
"Hello, who is the manufacturer?",unknown
"hi im not sure it was a christmas gift, but it is solid wood",unknown
"It kind of looks like Ashley, but anyway, I have a pretty tight budget, would you be willing to take$900?",init-price
"im sorry im on a budget as well and 900 is entirely too low, i can do 1600",counter-price
"That's too much for me, I see in the picture there are quite a few scratches, It would cost about $500 to have them fixed and restained. How About $950?",counter-price
the scratches are at the bottom and i can make sure that it is gone for you 1550,counter-price
What ablut that huge scratch on the desk top. It really takes away from the value. Best I can do is $1000,counter-price
that is not a scratch 1400 i cannot go lower take it or leave it,vague-price
"Final offer is $1100, It will never have full value because of the scratches, and refinishing.",counter-price
i told you i was going to fix the scratches so final offer 1400,counter-price
Sorry can't go above $1100,insist
"and i cant go lower than 1400 this is quality and i have already taken 350 off as a favor,",insist
I guess we can't make a deal,disagree
Hello what would you like to know?,intro
Is this still available?,inquiry
"Yes absolutely. Its in a great condition, done the smog test, and registered!",inform
Have you smoked in it?,inquiry
"Nope, I am a non smoker!",inform
Are the tvs just dvd or blu ray too?,inquiry
Just DVD,inform
How much can it tow?,inquiry
A great deal,inform
